FeatureID,Name,Formula,calc_mw,mz,rt,annot_source,Annot. Source: mzVault Search
Feature0759,NA,C4 H15 N6 O7 P,290.07483,291.08211,3.325,NA,No results
Feature0758,NA,C10 H19 N3 O7,293.12208,294.12936,1.37,NA,No results
Feature0757,NA,C18 H30 O15,486.15821999999997,487.16547,1.545,NA,No results
Feature0756,NA,C11 H21 N O5,247.14183,248.1491,3.53,NA,No results
Feature0755,NA,C6 H21 N4 O10 P3,402.04767,403.05495,1.203,NA,No results
Feature0754,NA,C11 H17 N3 O4 S,287.09373,288.101,1.515,NA,No results
Feature0753,NA,C8 H12 N2 O4,200.07955,218.11337,4.089,NA,No results
Feature0752,NA,C17 H33 N3 O11,455.21067,456.21795,4.535,NA,No results
Feature0751,NA,C23 H38 N3 O6 P3,545.19529,546.20259,1.548,NA,No results
Feature0750,NA,C16 H29 N7 O7,431.21256,432.21983,3.108,NA,No results
Feature0749,NA,C9 H8 N2 O4,208.04825,209.05553,2.514,NA,No results
Feature0748,[Similar to: D-(+)-Glucose; ΔMass: 17.0528 Da],C9 H15 N3 O2,197.11621,198.12349,1.256,NA,No results
Feature0747,NA,C9 H7 N O2,161.04754,162.05482,9.474,NA,No results
Feature0746,NA,C8 H11 N2 O4 P S,262.01795,263.02523,3.312,NA,No results
Feature0745,NA,C10 H11 N O4,209.06865,210.07592,8.019,NA,No results
Feature0744,NA,C5 H4 N4 O2,152.03334,153.04061,3.51,NA,No results
Feature0743,NA,C2 H3 N O2,73.01637,74.02365,2.171,NA,No results
Feature0742,NA,C7 H N4 O P S,219.96139,220.96866,1.339,NA,No results
Feature0741,NA,NA,123.05563,124.06291,2.976,NA,No results
Feature0740,NA,C6 H20 N5 O3 P3,303.07875,304.08603,7.302,NA,No results
Feature0739,NA,C9 H9 N O5,211.04785999999999,212.05514,4.79,NA,No results
Feature0738,NA,C9 H26 N9 O6 P3,449.11994,450.12722,1.34,NA,No results
Feature0737,NA,C7 H6 O7 S,233.98247,234.98975,2.382,NA,No results
Feature0736,NA,C8 H16 N2 O3,188.11596,189.12324,2.883,NA,No results
Feature0735,NA,C4 H8 N2 O4,148.04824,149.05552,1.174,NA,No results
Feature0734,NA,C10 H10 O S3,241.99036,242.99764,2.38,NA,No results
Feature0733,NA,C11 H24 N6 O7,352.16961,375.1588,1.067,NA,No results
Feature0732,NA,C8 H13 N7 O6 P2 S,397.01211,398.01939,4.798,NA,No results
Feature0731,NA,C10 H18 N2 O8,294.10613,295.11341,1.298,NA,No results
Feature0730,NA,C9 H9 N S3,226.99075,245.02461,1.174,NA,No results
Feature0729,NA,C10 H19 N O7,265.11597,266.12325,1.354,NA,No results
Feature0728,NA,C16 H31 N O6 S2,397.15816,398.16542,5.682,NA,No results
Feature0727,NA,C11 H15 N O8,289.07954,290.08682,1.498,NA,No results
Feature0726,NA,C5 H4 N2 O4,156.01697,174.0508,1.534,NA,No results
Feature0725,NA,C8 H13 N O6,219.07408,220.08135,1.384,NA,No results
Feature0724,NA,C7 H10 N2 O4,186.06389,187.07117,1.4,NA,No results
Feature0723,NA,C8 H12 N2 O4,200.07946,201.08678,1.558,NA,No results
Feature0722,NA,C7 H5 N9 O3 P2 S,356.97122,357.97849,6.403,NA,No results
Feature0721,NA,C8 H24 N7 O16 P S,537.07577,538.08304,1.512,NA,No results
Feature0720,NA,C27 H14 N3 O13 P S,650.99767,652.00495,1.548,NA,No results
Feature0719,NA,C9 H16 N4 O3,228.12205,229.12933,6.84,NA,No results
Feature0718,NA,C4 H2 Cl O6 P,211.92852,212.93579,0.972,NA,No results
Feature0717,NA,C5 H18 N7 O9 P3,413.03795,414.04523,1.203,NA,No results
Feature0716,NA,NA,245.08322,246.0905,1.398,NA,No results
Feature0715,NA,C4 H Cl N6 O5,247.96936,248.97664,0.977,NA,No results
Feature0714,NA,C9 H16 N2 O5,232.10571,233.11298,4.31,NA,No results
Feature0713,NA,C18 H27 N2 O6 P S,430.13332,431.1406,6.849,NA,No results
Feature0712,NA,NA,169.09082,170.0981,1.068,NA,No results
Feature0711,NA,C6 H16 N9 O P S,293.09301,294.10028,6.282,NA,No results
Feature0710,NA,C21 H32 N7 O P3 S2,555.13032,556.13759,4.373,NA,No results
Feature0709,NA,C10 H20 N O9 P,329.08743,330.09471,6.06,NA,No results
Feature0708,NA,C20 H39 N3 O14,545.24431,546.25158,6.312,NA,No results
Feature0707,NA,C H2 N4 O9,213.98127,214.98854,0.977,NA,No results
Feature0706,NA,C4 H7 N O10,229.00635,230.01363,1.169,NA,No results
Feature0705,NA,NA,152.04634,153.05361,2.324,NA,No results
Feature0704,NA,C13 H18 N3 P S,279.09519,280.10247,1.399,NA,No results
Feature0703,NA,C9 H18 N O8 P,299.07681,300.08409,6.454,NA,No results
Feature0702,NA,C5 H16 N5 O6 P,273.08468,274.09195,1.582,NA,No results
Feature0701,NA,C20 H19 N6 P S4,502.03044,503.03772,1.534,NA,No results
Feature0700,NA,C8 H17 N O3,175.12073,176.12801,4.737,NA,No results
Feature0699,NA,C17 H28 N O2 P3,371.13431,372.14158,5.993,NA,No results
Feature0698,NA,C5 H3 N3 O6 S,232.97466,233.98194,2.379,NA,No results
Feature0697,NA,C20 H8 N10 O8 P2 S,609.97126,610.97854,1.599,NA,No results
Feature0696,NA,C11 H19 N5 O4,285.14346,286.15073,2.96,NA,No results
Feature0695,NA,C10 H11 N O6,241.05837,259.09219,1.516,NA,No results
Feature0694,NA,C6 H4 Cl N8 O2 P3,347.93411,348.94135,0.977,NA,No results
Feature0693,NA,C6 H19 N9 O9 S,393.10326,394.11054,1.359,NA,No results
Feature0692,NA,NA,406.08048,407.08775,6.534,NA,No results
Feature0691,NA,NA,324.10544,325.1127,1.298,NA,No results
Feature0690,NA,C5 H7 N O2,113.04756,114.05484,1.38,NA,No results
Feature0689,NA,NA,101.0018,102.00908,0.975,NA,No results
Feature0688,NA,C10 H14 N2 O4,226.09523,227.1025,1.93,NA,No results
Feature0687,NA,C18 H31 N3 O10,449.20062,450.2079,1.051,NA,No results
Feature0686,NA,C9 H15 N3 O3 S,245.08318,246.09046,1.648,NA,No results
Feature0685,NA,C10 H19 N O12 S,377.06381,378.07109,1.463,NA,No results
Feature0684,NA,C5 H18 N7 O5 P S2,351.05566,352.06293,1.534,NA,No results
Feature0683,NA,C7 H15 O4 P3,256.01723,257.02452,1.181,NA,No results
Feature0682,NA,C7 H8 N2 O2,152.05851,153.06578,3.711,NA,No results
Feature0681,NA,C5 H9 N O,99.06831,100.07559,1.062,NA,No results
Feature0680,NA,C8 H9 N O5 S,231.01916,232.02643,4.533,NA,No results
Feature0679,NA,C8 H15 N O3,173.10509,174.11237,1.792,NA,No results
Feature0678,NA,C12 H27 N O7,297.17991,298.18718,1.056,NA,No results
Feature0677,NA,C12 H20 N2 O3,240.14723,241.1545,5.578,NA,No results
Feature0676,NA,C5 H2 Cl N8 O10 P,399.93136,400.93863,0.976,NA,No results
Feature0675,NA,C12 H21 N3 O6,303.14287,304.15015,3.619,NA,No results
Feature0674,NA,C6 H17 N10 P,260.13698,261.14426,6.065,NA,No results
Feature0673,NA,C6 H10 O4,146.05783,147.06512,9.799,NA,No results
Feature0672,NA,C5 H8 N2 O2,128.05846,129.06574,5.536,NA,No results
Feature0671,NA,C9 H15 N3 O4,229.10605,230.11332,1.395,NA,No results
Feature0670,NA,NA,233.94051,272.90364,1.246,NA,No results
Feature0669,NA,C8 H5 N O7,227.00622,228.0139,1.181,NA,No results
Feature0668,NA,C9 H13 N3 O3,211.09554,212.10282,1.858,NA,No results
Feature0667,NA,C3 H9 N4 O11 P,308.00018,309.00746,1.233,NA,No results
Feature0666,NA,C10 H15 N3 O5,257.10098,258.10825,3.992,NA,No results
Feature0665,NA,C7 H8 O5,172.03703,173.0443,4.482,NA,No results
Feature0664,NA,C14 H36 N9 P3 S,455.20131,456.20859,6.919,NA,No results
Feature0663,NA,C18 H5 Cl O4,319.98885,320.99613,1.304,NA,No results
Feature0662,NA,C5 H11 N,85.08911,86.09639,2.264,NA,No results
Feature0661,NA,C5 H5 N5,135.05435,136.06163,2.801,NA,No results
Feature0660,NA,C11 H23 N3 O2,229.17886,230.18614,5.265,NA,No results
Feature0659,NA,C6 H9 N O3,143.05811,144.06538,1.376,NA,No results
Feature0658,NA,C6 H21 N4 O10 P3,402.04771,403.05499,1.301,NA,No results
Feature0657,NA,C2 H7 Cl N2 O7 P2,267.94048,268.94776,0.977,NA,No results
Feature0656,NA,C6 H6 N4 O3,182.04387,183.05114,3.315,NA,No results
Feature0655,NA,C5 H9 N3 O4,175.05916,176.06643,1.362,NA,No results
Feature0654,NA,C5 H12 N2 O,116.09484,117.10212,1.376,NA,No results
Feature0653,NA,C6 H10 N8 O5 S2,338.02273,339.03,4.745,NA,No results
Feature0652,NA,C3 H3 N4 O5 P,205.98356,206.99084,1.171,NA,No results
Feature0651,NA,C5 H20 N7 O3 P,257.13735,258.14463,1.565,NA,No results
Feature0650,NA,C6 H6 O6,174.01631,175.02358,3.035,NA,No results
Feature0649,NA,C10 H18 N2 O5,246.12137,247.12864,4.458,NA,No results
Feature0648,NA,C26 H24 O18 S,656.06813,657.07541,5.588,NA,No results
Feature0647,NA,C5 H7 N O3 S,161.01452,179.04834,1.542,NA,No results
Feature0646,NA,C3 H8 Cl N9 S,237.03043,238.03771,1.562,NA,No results
Feature0645,NA,C8 H15 N3 O4,217.10614,218.11342,3.108,NA,No results
Feature0644,NA,C6 H14 N2 O,130.11051,131.11778,1.708,NA,No results
Feature0643,NA,C9 H15 N O7,249.08463,250.09191,1.455,NA,No results
Feature0642,NA,C8 H13 N8 P,252.09886,253.10614,6.474,NA,No results
Feature0641,NA,C5 H9 Cl N2 S,164.01703,165.02432,0.976,NA,No results
Feature0640,NA,C6 H10 N4 O9,282.04415,283.05141,1.135,NA,No results
Feature0639,NA,C6 H4 Cl2 O13,353.90385,354.91113,0.976,NA,No results
Feature0638,NA,C5 H17 N4 O2 P S,228.08052,229.08779,1.65,NA,No results
Feature0637,NA,C7 H26 N10 O2 S,314.19511,315.20239,1.554,NA,No results
Feature0636,NA,C10 H16 N2 O5,244.10576,245.11303,1.977,NA,No results
Feature0635,NA,C6 H16 N9 O2 P,277.11731,278.12459,6.117,NA,No results
Feature0634,NA,C7 H12 N2 O3,172.08468,173.09196,1.746,NA,No results
Feature0633,NA,C6 H18 N9 O4 P3,373.07027,374.07755,6.297,NA,No results
Feature0632,NA,C6 H9 N3 O2,155.0694,156.07668,2.233,NA,No results
Feature0631,NA,C8 H11 N O5,201.06348,219.0973,1.334,NA,No results
Feature0630,NA,C12 H23 O2 P S,262.11626,263.12344,1.56,NA,No results
Feature0629,NA,C11 H20 N P S,229.10614,230.11342,2.369,NA,No results
Feature0628,NA,C6 H10 N9 O P,255.07413,256.0814,2.298,NA,No results
Feature0627,NA,C14 H30 N O P S,291.17914,292.18641,1.562,NA,No results
Feature0626,NA,C10 H11 N O7,257.05332,258.06059,4.792,NA,No results
Feature0625,NA,C7 H7 N O3,153.04249,171.07632,2.97,NA,No results
Feature0624,NA,C4 H6 N4 P2 S2,235.95144,236.95858,0.976,NA,No results
Feature0623,NA,C5 H9 N O2 S,147.03533,148.04261,2.68,NA,No results
Feature0622,NA,C12 H18 O11 P2 S,432.00467,433.01195,2.171,NA,No results
Feature0621,NA,C6 H13 N O9,243.05843,244.06571,2.026,NA,No results
Feature0620,NA,C6 H8 O4,144.04217,145.04945,2.126,NA,No results
Feature0619,NA,C13 H28 O12 S2,440.10337,441.11065,2.714,NA,No results
Feature0618,NA,C7 H10 O5,174.05266,175.05993,1.36,NA,No results
Feature0617,NA,C9 H14 N O P,183.08046,184.08774,4.287,NA,No results
Feature0616,NA,C18 H35 N O16,521.19533,522.20261,1.636,NA,No results
Feature0615,NA,C20 H31 N3 O18 P2,663.10887,664.11614,4.877,NA,No results
Feature0614,NA,C14 H18 N2 O2,246.13665,247.14393,8.99,NA,No results
Feature0613,NA,C4 H9 N O5,151.04799,152.05526,1.839,NA,No results
Feature0612,NA,C14 H26 N2 O10,382.15851,383.16579,1.495,NA,No results
Feature0611,NA,C5 H4 O4,128.01084,129.01812,3.033,NA,No results
Feature0610,NA,C25 H38 N4 O17,666.22177,684.25555,1.911,NA,No results
Feature0609,NA,C6 H16 N9 O2 P,277.116,278.12328,1.89,NA,No results
Feature0608,NA,C39 H47 N9 O3 P2 S,783.30039,784.30767,1.563,NA,No results
Feature0607,NA,C6 H12 N7 O P,229.08493000000001,230.0922,2.979,NA,No results
Feature0606,NA,C7 H7 Cl N5 O2 P,259.00272,260.00999,0.975,NA,No results
Feature0605,NA,C6 H12 O5,164.06836,182.10218,1.645,NA,No results
Feature0604,NA,C2 H4 N10 O9,312.01621,313.02349,2.381,NA,No results
Feature0603,NA,C9 H16 O P2 S2,266.01287,267.02014,1.38,NA,No results
Feature0602,NA,C8 H13 N O6,219.07406,220.08133,1.501,NA,No results
Feature0601,NA,C9 H15 N3 O5,245.10102,246.1083,3.048,NA,No results
Feature0600,NA,C6 H5 N4 O2 P S,227.98598,228.99326,1.171,NA,No results
Feature0599,NA,C9 H16 N2 O3,200.11593,201.12321,2.115,NA,No results
Feature0598,NA,C12 H16 N2 O4,252.11094,253.11822,6.091,NA,No results
Feature0597,NA,C13 H23 N3 O6,317.15842,318.1657,6.191,NA,No results
Feature0596,NA,C11 H14 Cl N2 P,240.05874,241.06601,1.055,NA,No results
Feature0595,NA,C4 H6 N2 O2,114.04284,115.05011,2.164,NA,No results
Feature0594,NA,C10 H20 N O12 P S2,441.01631,442.02359,2.785,NA,No results
Feature0593,NA,C5 H4 Cl N4 O4 P3,311.91287,312.92015,0.977,NA,No results
Feature0592,NA,C14 H27 N2 P3,316.13818,317.14546,1.846,NA,No results
Feature0591,NA,C19 H42 N9 O16 P,683.24798,684.25525,1.565,NA,No results
Feature0590,NA,C10 H17 N3 O4 S,275.09382,276.1011,3.527,NA,No results
Feature0589,NA,C3 H5 N6 O P3 S3,329.88867,352.87804,0.975,NA,No results
Feature0588,NA,C15 H27 N O14,445.14421,446.15148,6.634,NA,No results
Feature0587,NA,C9 H18 N2 O4,218.12651,219.13379,2.285,NA,No results
Feature0586,NA,NA,174.95665,175.96392,1.17,NA,No results
Feature0585,NA,C5 H10 Cl N4 O8 P S3,415.90891,416.91618,0.978,NA,No results
Feature0584,NA,C10 H18 N2 O3,214.13156,215.13884,5.238,NA,No results
Feature0583,NA,C19 H32 N6 O P2 S,454.18101,455.18829,2.917,NA,No results
Feature0582,NA,C20 H35 O3 P3,416.17802,439.16724,1.14,NA,No results
Feature0581,NA,C6 H7 N O4,157.03743,158.04473,1.85,NA,No results
Feature0580,NA,C5 H2 Cl O7 P,239.92337,240.93064,0.974,NA,No results
Feature0579,NA,C6 H13 N O5,179.07927,180.08655,2.124,NA,No results
Feature0578,NA,C8 H15 N3 S,185.09855,186.10582,1.651,NA,No results
Feature0577,NA,C13 H30 N10 O5 S,438.21105,439.21833,1.562,NA,No results
Feature0576,NA,C8 H27 N8 O6 P,362.17993,363.18721,1.563,NA,No results
Feature0575,NA,C7 H23 N5 O2 P2 S,303.10641,304.11369,1.561,NA,No results
Feature0574,NA,C H4 Cl O10 P,241.92232,242.9296,1.254,NA,No results
Feature0573,NA,C9 H17 N O5,219.11051,220.11779,1.896,NA,No results
Feature0572,NA,C13 H24 N6 O4,328.18577,329.19305,1.682,NA,No results
Feature0571,NA,C11 H17 N3 O3 S,271.09887,272.10615,1.521,NA,No results
Feature0570,NA,C10 H22 N2 O4,234.1578,235.16508,2.03,NA,No results
Feature0569,NA,C3 H N7 O2 P2,228.9672,229.97447,3.397,NA,No results
Feature0568,Trigonelline,C7 H7 N O2,137.04755,138.05483,1.499,mzCloud,No results
Feature0567,NA,C30 H45 N O16 S,707.24783,708.25511,1.545,NA,No results
Feature0566,NA,C3 H4 N10 O5,260.03662,261.04389,13.068,NA,No results
Feature0565,NA,C9 H13 N2 O4 P S,276.03357,277.04085,3.316,NA,No results
Feature0564,NA,C14 H18 O2 P2 S2,344.02339,345.03067,6.532,NA,No results
Feature0563,NA,C6 H10 N3 O12 P,346.99908,348.00636,1.208,NA,No results
Feature0562,NA,C3 H7 N5 O4 P2 S2,302.94096,320.97502,1.21,NA,No results
Feature0561,NA,C7 H11 N O4 S,205.04074,206.04801,2.632,NA,No results
Feature0560,NA,C H2 Cl O17 P,351.87077,352.87805,0.977,NA,No results
Feature0559,NA,C15 H11 N7 O P2 S,399.02355,400.03083,6.53,NA,No results
Feature0558,NA,C7 H16 N2 O2,160.12108,161.12836,1.053,NA,No results
Feature0557,NA,C12 H8 N2 O2,212.0584,230.09223,2.977,NA,No results
Feature0556,NA,C6 H10 O2 P2 S,207.988,208.99528,3.372,NA,No results
Feature0555,NA,C13 H17 Cl N O2 P,285.06896,286.07624,4.537,NA,No results
Feature0554,NA,C6 H24 N7 P3 S2,351.07342,352.08069,5.582,NA,No results
Feature0553,NA,C12 H15 N S3,269.03771,270.04499,3.399,NA,No results
Feature0552,NA,C3 H10 Cl N5 O,167.0581,168.06538,1.501,NA,No results
Feature0551,NA,C7 H10 N2 O3,170.06903,171.07631,2.979,NA,No results
Feature0550,NA,C11 H11 N O8,285.04819,286.05546,4.788,NA,No results
Feature0549,NA,C7 H22 N3 P3 S,273.07393,274.0812,3.308,NA,No results
Feature0548,NA,C7 H10 O3 P2 S,235.98289,236.99017,2.386,NA,No results
Feature0547,NA,C7 H13 P S3,223.99113,224.9984,2.43,NA,No results
Feature0546,NA,C7 H5 N7 O,203.05562,204.0629,4.281,NA,No results
Feature0545,NA,C6 H9 N O,111.0683,112.07557,1.696,NA,No results
Feature0544,NA,NA,295.07746,296.08474,13.932,NA,No results
Feature0543,NA,C14 H18 N2 O6,310.11626,311.12354,5.832,NA,No results
Feature0542,NA,C3 H4 N4 O12,287.98198,288.98926,1.189,NA,No results
Feature0541,NA,C10 H15 N3 O8,305.08574,306.09301,1.502,NA,No results
Feature0540,NA,C6 H11 N O5,177.06358,178.07086,3.101,NA,No results
Feature0539,NA,C9 H9 N2 O4 P S,272.00091,273.00819,1.406,NA,No results
Feature0538,NA,C9 H17 N O5,219.11053,220.11781,2.53,NA,No results
Feature0537,NA,C6 H9 O7 P,224.00837,225.01565,1.242,NA,No results
Feature0536,NA,C10 H20 N2 O4,232.14215,233.14943,4.711,NA,No results
Feature0535,L-Pyroglutamic acid,C5 H7 N O3,129.04241,147.07629,1.518,mzCloud,No results
Feature0534,NA,C6 H7 N8 O9 P3,427.95528,428.96255,1.21,NA,No results
Feature0533,NA,C14 H29 N10 O16 P S2,688.09449,689.10176,5.589,NA,No results
Feature0532,NA,NA,293.13536,294.14264,1.147,NA,No results
Feature0531,NA,C14 H26 N4 O5,330.19007,331.19734,1.35,NA,No results
Feature0530,NA,C8 H9 N O2,151.06326,152.07054,2.485,NA,No results
Feature0529,NA,C14 H21 N O11,379.11130000000003,380.11859,3.208,NA,No results
Feature0528,NA,C4 H6 O5,134.02146,152.05528,1.839,NA,No results
Feature0527,NA,C6 H4 O8 S,235.96312,236.97039,3.316,NA,No results
Feature0526,NA,C15 H23 P3,296.1006,297.10787,4.296,NA,No results
Feature0525,NA,C12 H22 N O P S,259.11665,260.12392,2.139,NA,No results
Feature0524,NA,C12 H26 N2 O4,262.18902,263.1963,4.203,NA,No results
Feature0523,NA,C6 H15 N8 O P,246.1115,247.11878,2.975,NA,No results
Feature0522,NA,C3 H9 N2 P S,136.0221,137.02937,0.976,NA,No results
Feature0521,NA,C17 H7 N O10,385.00736,386.01464,1.394,NA,No results
Feature0520,NA,C8 H15 N O6,221.08959,222.09695,1.296,NA,No results
Feature0519,NA,C H3 O13 P3 S,347.84972,348.85699,1.245,NA,No results
Feature0518,Dihydrothymine,C5 H8 N2 O2,128.05845,129.06572,1.352,mzCloud,No results
Feature0517,NA,C17 H28 N2 O18 P2,610.08216,611.08944,5.744,NA,No results
Feature0516,NA,C8 H13 N3 O4,215.09047,216.09774,3.858,NA,No results
Feature0515,NA,C5 H11 N10 O P,258.08498,259.09226,5.52,NA,No results
Feature0514,NA,C9 H19 N O S2,221.08967,222.09704,1.588,NA,No results
Feature0513,NA,NA,201.09342,202.1007,1.555,NA,No results
Feature0512,NA,C4 H10 N4 O11,290.03407,313.02348,2.381,NA,No results
Feature0511,NA,C10 H16 N3 O P S,257.07404,258.08131,4.53,NA,No results
Feature0510,NA,C3 H4 O9,183.98492,202.01873,1.167,NA,No results
Feature0509,NA,C7 H9 N3 O2,167.0694,168.07668,1.992,NA,No results
Feature0508,NA,C5 H18 N5 O4 P S2,307.05331,308.06058,4.283,NA,No results
Feature0507,NA,C16 H24 N2 P2,306.14259,307.14987,1.055,NA,No results
Feature0506,NA,C13 H26 Cl N5 O P2,365.13193,366.1392,1.545,NA,No results
Feature0505,NA,C11 H12 N2 O4,236.07947,237.08675,7.413,NA,No results
Feature0504,NA,C13 H19 N9 O14 P2 S2,650.99784,652.00512,1.748,NA,No results
Feature0503,NA,C6 H13 N O2,131.09452,132.10179,1.497,NA,No results
Feature0502,NA,C8 H14 N2 O3,186.10034,187.10761,3.226,NA,No results
Feature0501,NA,C3 H6 N9 O10 P,358.99711,360.00439,1.208,NA,No results
Feature0500,NA,C7 H14 O6,194.0789,195.08617,1.383,NA,No results
Feature0499,NA,NA,132.9916,133.99888,0.975,NA,No results
Feature0498,NA,C5 H9 N O4,147.0531,148.06038,2.569,NA,No results
Feature0497,NA,C6 H7 N3 O6 P2,278.98012,279.98739,1.31,NA,No results
Feature0496,NA,C9 H12 N3 P S2,257.01996,258.02724,2.496,NA,No results
Feature0495,NA,C6 H8 N4 O3,184.05949,185.06677,3.314,NA,No results
Feature0494,NA,C8 H14 N2 O5,218.09012,219.0974,3.014,NA,No results
Feature0493,NA,C3 H2 N2 O9,209.97549,210.98276,2.407,NA,No results
Feature0492,NA,C8 H7 N O2,149.04763,150.0549,2.652,NA,No results
Feature0491,NA,C12 H35 N9 O2 P2 S,431.21251,432.21979,5.597,NA,No results
Feature0490,NA,C9 H11 N2 O5 P S,290.01286,291.02014,3.313,NA,No results
Feature0489,NA,C7 H15 N O3,161.10509,162.11237,2.481,NA,No results
Feature0488,NA,C4 H11 N O6 P2,231.00663,232.01391,1.054,NA,No results
Feature0487,NA,C8 H12 N2 O4,200.07953,201.08681,3.115,NA,No results
Feature0486,NA,C18 H30 N3 O P S,367.18532,368.1926,6.528,NA,No results
Feature0485,NA,C13 H21 O P S,256.10571,257.11298,6.654,NA,No results
Feature0484,NA,C9 H7 N O,145.05268,146.05996,8.848,NA,No results
Feature0483,NA,C11 H21 N O7 S,311.10375,312.11102,3.433,NA,No results
Feature0482,NA,C4 H14 N4 O5,198.09573,199.103,1.299,NA,No results
Feature0481,NA,C11 H33 N8 O3 P,356.24211,357.24939,6.866,NA,No results
Feature0480,NA,C6 H14 O8 S2,278.01287,279.02015,4.093,NA,No results
Feature0479,NA,C11 H21 N3 O4,259.15311,260.16039,2.755,NA,No results
Feature0478,NA,C10 H17 N3 O4,243.12174,261.1556,1.058,NA,No results
Feature0477,NA,C8 H15 N O3,173.10511,174.11239,2.444,NA,No results
Feature0476,NA,C8 H16 N O7 P,269.06627,270.07354,2.566,NA,No results
Feature0475,NA,C7 H7 N O2,137.04758,138.05485,1.748,NA,No results
Feature0474,NA,C4 H13 N8 O3 P,252.08566,253.09294,6.873,NA,No results
Feature0473,[Similar to: N-Acetylneuraminic acid; ΔMass: -36.0213 Da],C11 H15 N O7,273.08467,274.09195,1.703,NA,No results
Feature0472,NA,C8 H11 N3 O3,197.07986,198.08714,5.406,NA,No results
Feature0471,NA,C4 H11 N7 O2 P2 S,283.01697,284.02425,3.399,NA,No results
Feature0470,NA,C16 H21 Cl N P,293.11081,294.11809,1.398,NA,No results
Feature0469,NA,C21 H30 N O10 P3,549.11055,550.11783,6.929,NA,No results
Feature0468,NA,C15 H7 Cl O2 S5,413.87597,414.88325,0.977,NA,No results
Feature0467,NA,C4 H8 N8 O P2,246.03008,247.03734,1.056,NA,No results
Feature0466,NA,C9 H17 P S3,252.02241,253.02969,2.435,NA,No results
Feature0465,NA,C10 H30 N7 O9 P,423.18481,424.19209,1.542,NA,No results
Feature0464,NA,C7 H9 N O2 P2,201.01146,202.01871,1.169,NA,No results
Feature0463,NA,C5 H8 O5,148.0371,149.0444,2.75,NA,No results
Feature0462,NA,C5 H6 Cl2 N4 O7,303.96165,304.96893,0.977,NA,No results
Feature0461,NA,C6 H13 N5 O18,443.02401,444.03129,3.289,NA,No results
Feature0460,NA,C3 H3 Cl2 N5 O4 P2 S,336.87716,354.91103,0.974,NA,No results
Feature0459,NA,C5 H8 O11,244.00606,245.01333,3.943,NA,No results
Feature0458,NA,C7 H8 N2 O2,152.05852,153.06579,6.211,NA,No results
Feature0457,NA,C16 H39 N7 O3 P2 S,471.23261,472.23988,7.476,NA,No results
Feature0456,NA,C16 H9 N5 O2 S,335.04817,336.05545,4.28,NA,No results
Feature0455,NA,C4 H9 N O3,119.05814,120.06542,3.517,NA,No results
Feature0454,NA,C8 H9 N O3,167.05815,168.06543,1.381,NA,No results
Feature0453,NA,C10 H17 O P S,216.07453,217.08181,2.672,NA,No results
Feature0452,NA,C3 H6 N8 S3,249.98857,250.99582,1.17,NA,No results
Feature0451,NA,C5 H14 N7 O P S3,315.01517,316.02245,2.38,NA,No results
Feature0450,NA,C5 H8 N6 O4 P2,278.0073,279.01458,1.17,NA,No results
Feature0449,NA,C14 H26 N O P3,317.12222,318.12949,1.85,NA,No results
Feature0448,NA,C4 H10 Cl N7 O P2,269.01248,270.01976,1.171,NA,No results
Feature0447,NA,C3 H8 N9 O5 P3,342.98630000000003,343.99358,4.744,NA,No results
Feature0446,NA,C19 H2 N2 O,274.01611,275.02385,1.213,NA,No results
Feature0445,[Similar to: N-Acetylneuraminic acid; ΔMass: -36.0213 Da],C11 H15 N O7,273.08464,274.09192,1.406,NA,No results
Feature0444,NA,C6 H8 N9 P,237.06361,260.05284,1.343,NA,No results
Feature0443,NA,C3 H3 N7 O9,280.99844,282.00571,4.286,NA,No results
Feature0442,NA,C8 H6 N2 O8 S2,321.95674,322.96401,2.382,NA,No results
Feature0441,NA,NA,218.97967,219.98687,0.975,NA,No results
Feature0440,NA,C12 H21 N3 O5,287.14795,288.15524,1.14,NA,No results
Feature0439,NA,C16 H19 N7 O16 S,597.06069,598.06796,1.654,NA,No results
Feature0438,NA,C11 H29 N10 O2 P S2,428.16531,429.17258,2.296,NA,No results
Feature0437,NA,C12 H28 N3 O5 P,325.17822,343.21206,3.373,NA,No results
Feature0436,NA,C8 H15 O5 P S,254.03805,255.04532,1.056,NA,No results
Feature0435,NA,C11 H21 N8 O2 P S5,488.01475,489.02203,1.534,NA,No results
Feature0434,NA,C5 H4 O2,96.02104,97.02831,2.14,NA,No results
Feature0433,NA,C2 H3 N5 O8 S,256.96967,257.97695,0.977,NA,No results
Feature0432,NA,C28 H45 N O16 S,683.24806,684.25534,2.081,NA,No results
Feature0431,NA,C13 H16 N8 O,300.14482,301.15209,1.161,NA,No results
Feature0430,NA,C3 H7 N O3,105.04252,106.04979,1.977,NA,No results
Feature0429,NA,C3 H10 N2 O9 P2 S,311.95958,312.96686,1.839,NA,No results
Feature0428,NA,C6 H2 O7 S,217.95121,218.95849,3.945,NA,No results
Feature0427,NA,NA,200.03384,201.04112,13.304,NA,No results
Feature0426,NA,C7 H11 N5 O,181.09628,182.10351,3.307,NA,No results
Feature0425,NA,C8 H14 N2 O3,186.10034,187.10761,3.494,NA,No results
Feature0424,NA,C12 H25 N5 S2,303.15407,304.16135,2.394,NA,No results
Feature0423,NA,C8 H22 N7 O6 P S,375.10981,376.11709,1.739,NA,No results
